,year,avgTemp,maxTemp,minTemp,rainFall,avgPrice
581,2019-2-27,11.4,12.2,10.3,0.9,5528
582,2019-2-28,11.6,15.2,10,0,5296
583,2019-3-4,11.3,16.1,8.7,0.8,5342
584,2019-3-5,12,15.8,7.6,0,5300
585,2019-3-6,11,15,9,5.6,5267
586,2019-3-7,9.8,14.5,7.1,0,5170
587,2019-3-8,9.9,14.4,5,0,5192
588,2019-3-11,10.6,14.4,7.5,0.2,5344
589,2019-3-12,10.5,15,6.6,0,5419
590,2019-3-13,8.3,12.3,5.1,0,5338
591,2019-3-14,8.8,12.9,5.1,0,5553
592,2019-3-15,10.2,14.8,6.4,0,5574
593,2019-3-18,11.3,14.9,8.9,8.7,5628
594,2019-3-19,13.3,18.3,8,0,5636
595,2019-3-20,15,17.8,10.5,13.2,5567
596,2019-10-11,21.6,25.2,16.9,0,5969
597,2019-10-14,19.7,24.1,15.6,0,5995
598,2019-10-15,18.8,22.5,15.7,0,5569
599,2019-10-16,18.2,22.1,15.1,0,5257
600,2019-10-17,19.3,23.6,14.5,0,4843
601,2019-10-18,19.2,22,17.8,2.6,4773
602,2019-10-21,19.8,23.5,16.1,0,4779
603,2019-10-22,20.4,24.5,17,0,4570
604,2019-10-23,20.4,23.2,19.2,0,4388
605,2019-10-24,20.1,23.7,18.1,0.4,4352
606,2019-10-25,20.2,24.5,16.4,0,4216
607,2019-10-28,16.8,20,14.9,0,4118
608,2019-10-29,17.7,23.1,13.9,0,4001
609,2019-10-30,16.6,20.6,13.1,0,4013
610,2019-10-31,17.2,21.3,13.4,0,3637
611,2019-11-1,18.6,23.4,13.9,0,3150
612,2019-11-4,17.4,21.3,14.9,0.3,3131
613,2019-11-5,17.4,21,15,0,3157
614,2019-11-6,17,21.7,13.6,0,3135
615,2019-11-7,16.9,20.8,13.9,0,2998
616,2019-11-8,15.4,18.9,12.3,0,2984
617,2019-11-11,16.2,19.7,13.4,0,3032
618,2019-11-12,15.6,19.2,12.1,0,2987
619,2019-11-13,15.8,19,12.7,0,2975
620,2019-11-14,12.3,15.2,8.4,0,2897
621,2019-11-15,12.5,16.6,7.4,0,2897
622,2019-11-18,15.6,21.3,10.8,9.9,2850
623,2019-11-19,10.5,13.4,8.4,0,2842
624,2019-11-20,10.4,14.7,7.4,0,2853
625,2019-11-21,13.6,17.5,7,0,2840
626,2019-11-22,17.6,21,14.8,0,2831
627,2019-11-25,13.9,17.8,11.3,0,2829
628,2019-11-26,14.3,16.1,11.3,0,2793
629,2019-11-27,13.3,14.8,11.3,8.6,2799
630,2019-11-28,12.4,16.9,9.3,0,2638
631,2019-11-29,11.6,16,8.5,0,2623
632,2019-12-2,10.3,14.9,6.7,0,2660
633,2019-12-3,8.6,11.9,5.5,0,2666
634,2019-12-4,10.5,14.7,7.9,0,2664
635,2019-12-5,8.6,13.2,6.2,0,2691
636,2019-12-9,10.6,14.6,6.2,0,2713
637,2019-12-10,13.8,18.1,10.4,0,2718
638,2019-12-11,13.3,18.4,9,0,2693
639,2019-12-12,9.4,12.4,6.7,0,2647
640,2019-12-13,11.2,14.9,6.9,0,2645
641,2019-12-16,14.5,17.6,12.8,1.7,2641
642,2019-12-17,16.2,19.8,13.2,9.8,2641
643,2019-12-18,12.1,14.8,10.4,0,2653
644,2019-12-19,10.9,13.1,8.5,0,2614
645,2019-12-20,8.9,11.9,6.1,0,2617
646,2019-12-23,10.8,15.3,6.3,0,2621
647,2019-12-24,10.5,14.4,8,0,2618
648,2019-12-26,11.2,13.8,6.2,19,2569
649,2019-12-27,6.5,9.6,4.5,0,2569
650,2019-12-30,13.1,15.5,10.2,0,2574
651,2019-12-31,5.3,10.7,3.4,0,2574
652,2020-1-2,8.7,12.7,5.6,0,2543
653,2020-1-3,9.5,13.4,6.1,0,2542
654,2020-1-6,14.6,17.3,11.2,1.3,2539
655,2020-1-7,16.8,18.4,12.4,16.3,2526
656,2020-1-8,7.8,12.7,6.3,2.4,2540
657,2020-1-9,8.4,9.8,5.9,0,2540
658,2020-1-10,9.4,13.1,6.1,0,2573
659,2020-1-13,7,10.6,3.2,0,2556
660,2020-1-14,5.4,7.9,3.5,12.4,2552
661,2020-1-15,6.4,9.3,3,0,2572
662,2020-1-16,8.2,10.3,6.8,0,2617
663,2020-1-17,8.6,12.7,4.5,0,2617
664,2020-1-20,8.2,11.9,5.4,0,2645
665,2020-1-21,8.3,11.8,4.6,0,2647
666,2020-1-22,11.9,14.2,8.9,32.4,2653
667,2020-1-23,13.3,14.8,11.8,0,2686
668,2020-1-28,9.9,13.2,7,0,2755
669,2020-1-29,9.3,13.9,6.8,0,2780
670,2020-1-30,8.1,12.5,5.7,0.1,2812
671,2020-1-31,7.6,11.5,4.5,0,2750
672,2020-2-3,8.8,13.7,4.8,0,2768
673,2020-2-4,7.9,12.2,4.6,0,2772
674,2020-2-5,6.6,8.9,3.3,0,2741
675,2020-2-6,5.5,9.6,2.7,0,2729
676,2020-2-7,8.3,11.8,4.8,0,2729
677,2020-2-10,10.3,15,6.5,0,2660
678,2020-2-11,10.9,14.4,6.1,3.7,2635
679,2020-2-12,12.6,15.5,9.4,60.1,2635
680,2020-2-13,12.1,15.5,8.6,0,2631
681,2020-2-14,13.7,16.7,11,0,2631
682,2020-2-17,1.5,3.7,-0.2,5.9,2631
683,2020-2-18,5.3,10,0,0.5,2714
684,2020-2-19,7.7,11.1,3.7,0,2741
685,2020-2-20,10.2,14.2,5.7,0,2758
686,2020-2-21,12.7,15.7,8.7,1.7,2743
687,2020-2-24,12.8,16.1,5.8,0,6453
688,2020-2-25,16,16.9,14.4,0.2,6379
689,2020-2-26,13.3,16.1,10.1,0,6579
690,2020-2-27,11.2,14.9,8,0,6416
691,2020-2-28,10,11.2,8,7.3,6534
692,2020-3-2,10.4,12.9,8,0,6618
693,2020-3-3,11.8,13.9,8.3,0,6618
694,2020-3-4,10.1,14.8,4.4,0,6542
695,2020-3-5,7.4,11.7,3.1,0,6925
696,2020-3-6,9.9,12.2,6.6,0,6881
697,2020-3-9,13,14.4,11.4,30,6739
698,2020-3-10,11.4,15.2,7.1,0.6,6591
699,2020-3-11,9,14.5,5.6,0,6591
700,2020-3-12,10,13.4,5.2,0,6158
701,2020-3-13,12.8,15,10.3,0,6076
702,2020-10-14,18.9,23.2,14.2,0,6436
703,2020-10-15,18.8,22.8,15.5,0,6333
704,2020-10-16,16.7,20.4,12.6,7.5,6238
705,2020-10-19,17.9,22.3,13.6,0,4918
706,2020-10-20,18.9,22.7,16.4,0,4632
707,2020-10-21,18.9,22.5,17,25,4648
708,2020-10-22,18.1,20.8,15.9,6.4,4429
709,2020-10-23,15.5,19,12.9,0,4382
710,2020-10-26,16.9,21.3,13.1,0,4193
711,2020-10-27,17.2,21.3,13.9,0,4149
712,2020-10-28,18.5,22,15.8,0,3435
713,2020-10-29,17.4,21.1,13.9,0,3343
714,2020-10-30,16.6,20.5,13.2,0,3290
715,2020-11-2,16,19.2,13.1,3.8,3197
716,2020-11-3,13.6,17,10.3,0,3143
717,2020-11-4,12.4,17.2,8.5,0,3120
718,2020-11-5,15,18.6,10.1,0,3255
719,2020-11-6,18.2,20.9,15.1,0.3,3255
720,2020-11-9,13,16.6,10.3,0,3256
721,2020-11-10,13.8,18.3,8.8,0,3223
722,2020-11-11,13.2,17.5,9.4,0,3219
723,2020-11-12,15.1,19.9,11.9,0,2935
724,2020-11-13,15.6,19.9,11.2,0,2936
725,2020-11-16,18.1,19.8,17.2,0.9,2881
726,2020-11-17,20.8,23.5,17.8,0,2903
727,2020-11-18,21.7,23.5,20.9,0,2930
728,2020-11-19,20.3,21.9,17.2,2.3,2910
729,2020-11-20,15.8,18,13.9,0,2873
730,2020-11-23,11.9,15,10,0,2796
731,2020-11-24,13,15.5,9.9,0,2769
732,2020-11-25,14.3,17.9,10.7,0,2750
733,2020-11-26,13.5,14.5,11.8,2.4,2828
734,2020-11-27,12.4,15.6,8,0,2825
735,2020-11-30,9.1,12.8,6.9,0,2840
736,2020-12-1,8.5,12.3,6,0,2840
737,2020-12-2,10.9,15.2,6.8,0,2825
738,2020-12-3,9.8,14.3,5.5,0,2839
739,2020-12-7,11.2,15.8,7.9,0,2792
740,2020-12-8,9.5,13.1,7,0,2777
741,2020-12-9,9.5,12.8,7.6,0,2793
742,2020-12-10,12.2,15.1,7.8,0,2734
743,2020-12-11,11.6,12.5,9.8,0.4,2696
744,2020-12-14,3.3,6.5,1,0,2694
745,2020-12-15,2.8,7.6,0.7,0,2666
746,2020-12-16,3.9,7.3,2.1,0,2637
747,2020-12-17,4.9,9.5,1.4,0,2585
748,2020-12-18,6.5,10.9,2.7,0,2585
749,2020-12-21,6.4,10.5,3.8,0,2585
750,2020-12-22,8.5,13,4.8,0,2558
751,2020-12-23,10.9,15,5.4,0,2575
752,2020-12-24,12.1,15.8,7.2,0,2579
753,2020-12-28,11.7,15.5,7.9,0,2590
754,2020-12-29,12.5,15.2,9.9,4.3,2582
755,2020-12-30,0.7,10,-2.1,3.9,2587
756,2020-12-31,1.8,4.3,-1.3,1.1,2534
757,2021-1-4,6.5,10.8,3.2,0,2505
758,2021-1-5,7.2,10.3,4.3,0,2492
759,2021-1-6,3.6,5.9,2.5,0.4,2494
760,2021-1-7,-1.9,2.9,-3.4,1.3,2608
761,2021-1-8,-1.7,1.3,-3.4,3,2576
762,2021-1-11,4.2,6.7,2.6,0.1,2605
763,2021-1-12,4.3,7.4,1.6,0,2615
764,2021-1-13,9.7,13.1,3.8,0,2641
765,2021-1-14,11.3,14.7,7.2,0,2577
766,2021-1-15,14.1,17.1,11,0,2579
767,2021-1-18,6.4,9.4,2.4,0,2607
768,2021-1-19,5.6,9.7,2.4,0,2671
769,2021-1-20,9.8,13.6,4.5,0,2674
770,2021-1-21,13.4,16.6,9.6,1,2674
771,2021-1-22,13.3,15.2,11.1,10.6,2685
772,2021-1-25,12.4,14.9,10.6,0,2785
773,2021-1-26,12.4,15.5,9.4,10.6,2785
774,2021-1-27,9.5,13.7,5.9,0,2725
775,2021-1-28,6.5,11.7,0.8,0,2752
776,2021-1-29,2.7,6.7,0,0,2724
777,2021-2-1,12.1,15.1,10.1,25,2763
778,2021-2-2,6.6,11.2,2.1,0,2763
779,2021-2-3,5.7,8.7,2.3,0,2803
780,2021-2-4,9,11.9,6.1,0.1,2804
781,2021-2-5,8,10.9,5.3,2,2804
782,2021-2-8,8.2,11.1,6.1,0,2804
783,2021-2-9,7.7,10.5,5.1,0,2790
784,2021-2-10,9.1,12.9,5.1,0,2781
785,2021-2-15,9.7,14.3,3.4,0,2796
786,2021-2-16,6.2,9.4,2.9,0.2,2796
787,2021-2-17,0.7,3.9,-2.3,1.2,2790
788,2021-2-18,2,4.6,-2.1,0.7,2782
789,2021-2-19,7.2,11.5,1.3,0,2786
790,2021-2-22,15.9,23.6,12.4,0,2786
791,2021-2-23,11.9,14.4,9.6,0,2786
792,2021-2-24,11.3,15.3,7,0,2786
793,2021-2-25,11.6,13.8,9.9,7.1,2785
794,2021-2-26,11.2,12.9,9.7,3.3,2813
795,2021-3-2,9.4,13.7,4.8,0,2813
796,2021-3-3,9.4,12.7,4.7,0,2815
797,2021-3-4,11.9,13.7,9.9,35.2,2815
798,2021-3-5,13.4,16,11.2,0.1,2846
799,2021-3-8,10.7,15.5,6.6,0,2846
800,2021-3-9,11.6,14.5,8.9,0,2829
801,2021-3-10,12.7,18.1,8,0,2829
802,2021-3-11,14.3,18.2,11.1,21.7,4872
803,2021-3-12,13.6,17.4,10.8,12.5,5085
804,2021-3-15,14.6,17.3,10.1,0.6,4987
805,2021-3-16,15.1,17.5,12.6,25.4,5113
806,2021-3-17,13.7,17.9,9,0,6339
807,2021-3-18,14,18.4,8.6,0,6561
808,2021-3-19,14.4,17.1,13.2,8.2,6738
809,2021-3-22,9,12.7,5.2,0,6827
810,2021-3-23,11.2,15.4,7.1,0,6827
811,2021-3-24,14,18.1,8.9,0,6827
812,2021-3-25,14.8,18.8,11,0,6357
813,2021-3-26,15.8,20.2,10.2,0,6447
814,2021-3-29,15.5,19.8,12.2,0,6381
815,2021-3-30,15.5,19.3,12.8,0,6381
816,2021-3-31,16.3,20,13.1,0,6392
817,2021-4-1,15,17,13.4,23.9,6872
818,2021-4-2,17.1,19.3,14,0.4,6829
819,2021-4-5,13.5,16.9,10.8,0,6922
820,2021-4-6,14.7,18.2,11.2,0,6922
821,2021-4-7,16.8,22.2,11.9,0,7164
822,2021-7-13,27.2,29.6,26.2,0,8743
823,2021-7-14,27.4,28.9,26.3,0,8961
824,2021-7-15,27.3,29.4,24.8,0,9009
825,2021-7-16,27.6,29.3,26,0,9159
826,2021-7-19,27.3,30.1,24.3,3.4,9028
827,2021-7-20,28.3,31.1,26.6,0,9076
828,2021-7-21,28.3,32,26.1,0,9083
829,2021-7-22,28.2,32,26.2,0,8986
830,2021-7-23,27.3,29.2,26.2,0,8975
831,2021-7-26,25.9,27.1,23.6,9.6,9109
832,2021-7-27,27.3,29.7,25.6,0,8986
833,2021-7-28,27.4,29.9,25.2,0,8917
834,2021-7-29,26.9,29.1,25.3,0,8714
835,2021-7-30,26.5,28.5,24.8,3.9,8714
836,2021-8-2,27.2,30.1,25,30,8745
837,2021-8-3,27.7,29.7,25.6,0.8,8687
838,2021-8-4,28.1,31,25.6,1.5,8687
839,2021-8-5,28.9,31.7,26.9,0,8720
840,2021-8-6,28.5,32.9,24.8,0,8635
841,2021-8-9,28.4,32.9,25.1,0,8662
842,2021-8-10,27.3,29.3,25.7,0,8759
843,2021-8-11,25.5,28.2,23.3,40.7,8668
844,2021-8-12,25.1,27.2,23.4,45,8752
845,2021-8-13,23.7,25.3,22.6,25.6,8834
846,2021-8-17,25.7,29.2,23.5,0,8791
847,2021-8-18,24.4,28,22.9,2.9,8791
848,2021-8-19,24.9,27.9,21.8,0,8627
849,2021-8-20,26.3,28.9,24,0,8670
850,2021-8-23,26.1,28.9,24.7,13.3,8583
851,2021-8-24,26.1,26.8,25.4,0.6,8583
852,2021-8-25,25.6,26.6,23.9,2.8,8562
853,2021-8-26,25.9,28.6,23.4,9.7,8656
854,2021-8-27,26.7,28.9,25.4,3.4,8677
855,2021-8-30,26.8,29.3,25.3,0,8587
856,2021-8-31,26.5,29.2,24.1,0,8690
857,2021-9-1,26.6,28.8,23.4,16.7,8725
858,2021-9-2,24.5,27.1,22.5,12.8,8829
859,2021-9-3,24.3,27.6,22.5,87,8817
860,2021-9-6,24,26,23,1.5,8760
861,2021-9-7,25.3,29.3,23.3,3.1,8691
862,2021-9-8,24.2,27,21.4,0,8712
863,2021-9-9,24.3,26.8,21,0,8733
864,2021-9-10,23.1,24.5,22.1,11.5,8750
865,2021-9-13,23.2,25.7,21.8,72.7,8741
866,2021-9-14,24.5,25.8,23,219.7,8776
867,2021-9-15,22.9,24.5,21.9,44.3,8756
868,2021-9-16,22.9,24.8,21.5,66.2,8846
869,2021-9-17,25.3,29.5,23.6,108.2,8871
870,2021-9-23,23.8,27.2,21.5,0,8927
871,2021-9-24,22.9,26.6,19,0,8803
872,2021-9-27,23.8,27.1,21.5,0,8667
873,2021-9-28,25,28,22.6,0,8686
874,2021-9-29,25.8,28.5,23.9,0.4,8653
875,2021-9-30,24.3,27.1,22.7,3.9,8877
876,2021-10-1,23.3,27.6,19.3,0,8841
877,2021-10-5,25.4,28.5,23.2,0,8474
878,2021-10-6,25,27.5,22.8,0,8330
879,2021-10-7,24.4,27.3,21.9,0,7956
880,2021-10-8,25.1,27.9,22.6,0,7924
881,2021-10-12,23.1,25.7,21.2,1.8,7942
882,2021-10-13,22.8,24.3,21.6,0.2,7712
883,2021-10-14,23.4,26,21.8,0,7468
884,2021-10-15,23.1,26,20.8,0,7315
885,2021-10-18,14.8,18.4,9.9,0,7134
886,2021-10-19,16.2,21.1,12.5,0,7073
887,2021-10-20,14.6,16.6,12.7,0,6993
888,2021-10-21,16,19.7,13.2,0,6826
889,2021-10-22,15.7,19.6,13,0,6787
890,2021-10-25,17.7,21.6,14.6,0,6753
891,2021-10-26,17.1,21,13.8,0,4554
892,2021-10-27,17.6,22.5,13.3,0,4221
893,2021-10-28,17.7,21.5,13.5,0,3232
894,2021-10-29,18.3,21.5,16.8,0,3746
895,2021-11-1,18,22.3,14.7,0,3210
896,2021-11-2,15.8,19.7,12.9,0,3168
897,2021-11-3,15.9,20.4,11.9,0,3172
898,2021-11-4,17.1,21.9,13.1,0,3171
899,2021-11-5,17.9,21.1,13.8,0,3165
900,2021-11-8,14.1,21,10.2,10.6,3186
901,2021-11-9,10.9,14.3,8.3,2.5,3173
902,2021-11-10,10.9,13.5,7.7,3.1,3164
903,2021-11-11,12.6,16.6,9.8,0.7,3094
904,2021-11-12,11.6,14.9,8.6,0.7,3085
905,2021-11-15,14,18,9.9,0,3075
906,2021-11-16,13.9,17.8,11.4,0,3075
907,2021-11-17,14.7,19.2,10.8,0,3038
908,2021-11-18,14.6,18.5,11.9,0,3048
909,2021-11-19,14.6,19.8,9.9,0,3047
910,2021-11-22,11.6,16.1,7.3,0,2845
911,2021-11-23,9.1,11,7.1,0,2889
912,2021-11-24,11,14,8.9,0,2918
913,2021-11-25,13,17.4,10.4,0,2908
914,2021-11-26,12.7,18.7,9,0,2904
915,2021-11-29,14.9,18,11.9,0.7,2939
916,2021-11-30,12.6,18.7,6.4,36.7,2932
917,2021-12-1,7.6,10.3,5.6,0,2902
918,2021-12-2,8.6,11.6,5.8,0,2916
919,2021-12-6,12,16.3,7.9,0,2925
920,2021-12-7,12.3,17.4,8,0,2923
921,2021-12-8,12.4,16,9.9,0,2920
922,2021-12-9,14.1,17.1,12.3,0,2920
923,2021-12-10,14.3,18.6,11.6,0,2933
924,2021-12-13,7.6,11.3,5.3,0,2927
925,2021-12-14,8.3,12,4.6,0,2927
926,2021-12-15,12.4,17.1,8.3,0.3,2910
927,2021-12-16,11.9,12.9,10.8,11.7,2832
928,2021-12-17,5.5,12.3,1.4,1.4,2815
929,2021-12-20,10.3,14.1,5.6,0,2850
930,2021-12-21,12.6,17.1,10.3,0,2859
931,2021-12-22,11.6,17.3,7.4,0,2859
932,2021-12-23,11,15.7,6.9,0,2868
933,2021-12-24,11.3,15.4,6.9,0,2801
934,2021-12-27,3.7,7.5,-0.4,0,2790
935,2021-12-28,7,11,3.5,0,2798
936,2021-12-29,9,12,6.9,0.1,2804
937,2021-12-30,6.5,9.1,4.6,0,2895
938,2021-12-31,5.3,8.8,2.8,0,2900
939,2022-1-3,8.5,12.7,5.4,0,2870
940,2022-1-4,8.3,12.3,4.5,0,2888
941,2022-1-5,6.7,9.2,5.1,21.6,2891
942,2022-1-6,8.6,12.4,5.7,0,2964
943,2022-1-7,7.2,11.6,3.7,0,2983
944,2022-1-10,8.3,12.2,5.1,0,3042
945,2022-1-11,3.6,7.7,0.8,0.2,3039
946,2022-1-12,3.9,7.6,1.5,0,3095
947,2022-1-13,4.3,6.7,1.9,2.1,3087
948,2022-1-14,5.1,8.2,1.8,0,3087
949,2022-1-17,6.9,10.2,5.2,0,3106
950,2022-1-18,5.5,8.5,3.1,0,3096
951,2022-1-19,6.2,10,3.3,0.2,3087
952,2022-1-20,4.8,7.3,2,0,3114
953,2022-1-21,7.5,10.4,2.6,0,3113
954,2022-1-24,10,12.3,8.3,0,3090
955,2022-1-25,9.3,10.6,8.5,0.2,3092
956,2022-1-26,9.6,12.4,7,0,3092
957,2022-1-27,9.4,11.7,7.7,0,3037
958,2022-1-28,8.5,12,6.7,0,3037
959,2022-2-3,6.5,9.3,4.1,0,2903
960,2022-2-4,5.2,9.5,2.3,0,2904
961,2022-2-7,5,8.4,1.7,3.9,2904
962,2022-2-8,5.7,9.8,2,0,2904
963,2022-2-9,6.8,11.2,2.8,5.2,2901
964,2022-2-10,6.8,11.2,4.8,2.8,2924
965,2022-2-11,7.9,12.5,3.8,0,3021
966,2022-2-14,9.8,14,6.5,0,3021
967,2022-2-15,5.4,10.6,1.2,0,3075
968,2022-2-16,2,5.4,0.1,0,3075
969,2022-2-17,1.9,4.5,-0.4,0,3081
970,2022-2-18,5.8,9.1,1.8,2.8,3081
971,2022-2-21,4.2,7.7,0.6,0,3081
972,2022-2-22,4.6,8.3,2.4,0,3126
973,2022-2-23,4.5,7.4,2.2,0,3126
974,2022-2-24,4.6,8.3,1.2,0,3164
975,2022-2-25,6.9,11.1,2.6,0,3222
976,2022-2-28,10.4,13.4,5,0,3254
977,2022-3-2,8.2,12.6,4.6,0,3311
978,2022-3-3,9.2,13.7,3.6,0,3400
979,2022-3-4,11.2,15.7,7.6,0,3456
980,2022-3-7,8.9,11.9,6.6,0,3401
981,2022-3-8,10.4,16.6,5.6,0,3441
982,2022-3-9,11.8,16.3,6.8,0,3441
983,2022-3-10,13.1,17.1,7.6,0,3408
984,2022-3-11,16.5,18,14.7,0,7353
985,2022-10-18,15.4,20.1,11.5,0,5646
986,2022-10-19,15.8,20.2,11.5,0,5431
987,2022-10-20,17.5,20.8,14.2,0,5068
988,2022-10-21,20.1,23.6,16.3,0,5107
989,2022-10-24,15.9,20.1,13,0,4953
990,2022-10-25,14.9,18.3,11.5,0,5110
991,2022-10-26,17.5,20.1,15.6,0,4999
992,2022-10-27,17.5,21.5,14.7,0,4770
993,2022-10-28,17.8,22.7,13,0,4721
994,2022-10-31,17.8,21,15.8,0,4700
995,2022-11-1,18,22.2,14.6,0,4696
996,2022-11-2,17.3,21.8,13.3,0,4551
997,2022-11-3,16.9,21,11.3,0,4290
998,2022-11-4,15.7,18.4,13.2,0,4156
999,2022-11-7,14.1,18.2,10,0,3174
1000,2022-11-8,16,21.1,11.5,0,3173
1001,2022-11-9,17.1,21,12.8,0,3164
1002,2022-11-10,19.3,22.6,15.8,1.9,3318
1003,2022-11-11,20.6,23.2,19.1,0,3303
1004,2022-11-14,15.1,18.6,12.8,0,3276
1005,2022-11-15,13.6,17,10.7,0,3284
1006,2022-11-16,14.4,18.9,9.4,0,3259
1007,2022-11-17,15.5,17.9,12.7,0,3091
1008,2022-11-18,17.2,20.2,15.8,0,3047
1009,2022-11-21,16.3,20.3,13.3,0,3146
1010,2022-11-22,16.3,17.8,13.9,0.5,3123
1011,2022-11-23,16.5,19.8,13.7,0,3124
1012,2022-11-24,15.4,20.1,12,0,3153
1013,2022-11-25,15.9,20.1,10.4,0,3153
1014,2022-11-28,20.7,23.3,17.4,41.1,3153
1015,2022-11-29,18,21.1,14.8,8.3,3099
1016,2022-11-30,8.3,14.8,5.2,0,3093
1017,2022-12-1,6,8.8,4.2,0,3152
1018,2022-12-5,10,12.8,5.6,0,3121
1019,2022-12-6,8,12,4.2,0,3124
1020,2022-12-7,10.8,15.6,7.1,0,3138
1021,2022-12-8,10.7,14.2,8.1,0,3128
1022,2022-12-9,11,14.7,7.9,0,3125
1023,2022-12-12,9.8,14.3,5.8,0,3139
1024,2022-12-13,9.2,12.3,6,0,3135
1025,2022-12-14,4.5,7.3,2.8,0,3161
1026,2022-12-15,6.4,10.6,3,0,3282
1027,2022-12-16,9.2,11.8,6.8,0,3239
1028,2022-12-19,5.3,8.2,1.3,0,3216
1029,2022-12-20,8.5,12.1,3.6,0,3235
1030,2022-12-21,9.3,13,6.8,3.7,3253
1031,2022-12-22,2.9,6.9,-0.9,2.6,3213
1032,2022-12-23,0.8,3.3,-1.3,3.9,3229
1033,2022-12-26,6.8,11.6,3.6,0,3270
1034,2022-12-27,7.5,11.2,4.1,0,3284
1035,2022-12-28,6.7,11.3,4.3,0,3311
1036,2022-12-29,5.9,9.1,3.4,0,3322
1037,2022-12-30,5.9,10.1,2.7,0,3317
1038,2023-1-2,7.5,11.6,4.6,0,3384
1039,2023-1-3,6.1,10.1,3.4,0,3370
1040,2023-1-4,6.9,11.2,3.1,0,3357
1041,2023-1-5,7.9,13.1,4.1,0,3326
1042,2023-1-6,9.1,12.1,5.2,0,3314
1043,2023-1-9,11.8,16.9,8.5,0,3323
1044,2023-1-10,10.2,14.1,5.7,0,3334
1045,2023-1-11,10.7,15,7.2,0,3345
1046,2023-1-12,14.4,16.5,9.1,12.1,3337
1047,2023-1-13,16.6,17.8,15.4,45.7,3321
1048,2023-1-16,5.9,7.8,3.7,0,3308
1049,2023-1-17,5.9,8.5,3.5,0,3306
1050,2023-1-18,6.1,10,3.8,0,3298
1051,2023-1-19,6.8,9.7,5.3,0,3371
1052,2023-1-20,6.1,10.1,2.3,0,3367
1053,2023-1-25,-0.4,3.7,-4.4,0,3377
1054,2023-1-26,6.1,9.8,2.2,0,3347
1055,2023-1-27,2.3,6.6,-0.2,1.4,3343
1056,2023-1-30,5.8,10.5,2.5,0,3416
1057,2023-1-31,8.2,12.5,2,0,3430
1058,2023-2-1,12.2,15.5,8.4,0,3459
1059,2023-2-2,8,10.1,5.5,0,3444
1060,2023-2-3,7.9,11,5.7,0,3469
1061,2023-2-6,8.9,11,6,2.7,3437
1062,2023-2-7,11.3,15.9,8.8,0.3,3512
1063,2023-2-8,10.8,16.1,6.5,0,3561
1064,2023-2-9,10.2,13.4,8.3,11.4,3561
1065,2023-2-10,11,15,7.8,5.1,3577
1066,2023-2-13,10,11.8,7.2,6.7,3529
1067,2023-2-14,8.4,11.9,5.9,0,3495
1068,2023-2-15,8.1,11.3,4.7,0,3500
1069,2023-2-16,8.9,12.3,6.8,0.4,3526
1070,2023-2-17,11.1,14.7,6.6,1,3455
1071,2023-2-20,6.5,12.5,2.3,0,3408
1072,2023-2-21,4.4,8.4,1,0,3441
1073,2023-2-22,8.9,11.7,5,2.2,3471
1074,2023-2-23,10.1,12.5,8.2,4.9,3525
1075,2023-2-24,10.5,14.8,7.3,3.6,3525
1076,2023-2-27,8.7,13.2,4,0,3597
1077,2023-2-28,11.9,15.2,7.2,0,3597
1078,2023-3-2,7.2,10.5,4.9,0,3574
1079,2023-3-3,8.9,12.8,3.8,0,3574
1080,2023-3-8,15.3,18.6,11.2,0,7674
1081,2023-3-9,15.8,18,13.6,0,7924
1082,2023-3-10,14.1,18.4,10.1,0,7631
1083,2023-3-13,7.8,12.2,4.6,0,7845
1084,2023-3-14,11.5,15.4,6,0,7791
1085,2023-3-15,16.3,20.4,11.8,0,7912
1086,2023-3-16,14.2,17.1,12.4,0,7422
1087,2023-3-17,12.1,14.6,9.6,13.4,7366
1088,2023-3-20,13.3,15.6,9.2,0,7377
1089,2023-3-21,16,17.9,13.9,6.2,7325
1090,2023-3-22,17.2,18.7,15.9,3.7,7114
1091,2023-3-23,17.4,19.3,16.5,1.9,7144
1092,2023-3-24,14.7,16.8,12.6,11.4,7036
1093,2023-3-27,13,16.9,10.1,0,6941
1094,2023-3-28,13.9,18.2,9.4,0,6941
1095,2023-3-29,14.2,18.1,11,0,7356
