year,avgTemp,maxTemp,minTemp,rainFall
20160204,6.5,10.6,2.6,0
20160205,7.2,11.6,4,0
20160206,4.2,6.9,1.9,0
20160207,4.5,8.1,1.1,0
20160208,7.3,11.1,3.6,0
20160209,9.8,14.2,4.6,0
20160210,9.8,13.1,4.8,0
20160211,14.9,16.7,11.8,0
20160212,15.8,16.5,14.7,94.7
20160213,14.7,17.5,9.3,32.3
20160214,5.3,10,1.5,0
20160215,1.1,3.9,-0.7,2
20160216,4.7,8,1.2,0
20160217,6.4,9.6,4.1,0
20160218,7.2,11,3.3,0
20160219,9.2,11.6,7,5.5
20160220,7.9,13.6,4,0.6
20160221,6.2,10.2,1.9,0
20160222,6.8,9.3,5.6,7.4
20160223,8.6,13.2,6.1,0.3
20160224,3.9,8,1.7,0
20160225,3.8,7.4,1,0
20160226,7.6,11.3,2.2,0
20160227,11.4,13.6,9.5,0
20160228,11.5,15.3,7.7,0
20160229,3,8.5,0.6,0
20160301,4.1,9.1,-0.5,0
20160302,7.1,11.5,1.9,0
20160303,12,14.8,7.3,3.3
20160304,16.4,17.9,14.7,0
20160305,16.2,17.5,14.5,73.3
20160306,14.1,16.5,12.2,3.8
20160307,14.3,17.5,10.1,0
20160308,11.8,15.4,7.3,12.2
20160309,8.6,12,7.1,16.7
20160310,7.4,10.3,4.7,0
20160311,5.5,9.7,2.6,0
20160312,5.8,9.9,1.3,0
20160313,7.9,9.2,6.8,10.7
20160314,8.6,13,4.4,0
20160315,9.2,12.9,4.3,0
20160316,11.2,14.9,8,0
20160317,13.8,17.7,8.8,1.6
20160318,14.1,15.7,13.6,16.5
20160319,15.3,19.6,11.9,0
20160320,12.5,16.3,9.3,0
20160321,11.6,15,8.1,0
20160322,11.4,16.2,7,0
20160323,11.9,16.4,7.7,0
20160324,10,15.1,5.6,0
20160325,9.9,13.5,6.7,0
20160326,8.6,13.8,5.6,0
20160327,9.3,13,4.1,0
20160328,11.9,17.7,5.6,0
20160329,13.8,15.8,11.2,0
20160330,14.4,17.6,12.7,0
20160331,14,15.7,12.8,0
20160401,15.3,20.7,10.8,0
20160402,15.9,18.3,11.9,0
20160403,16.4,18.2,15.2,44.6
20160404,13.9,16.9,12.7,1.1
20160405,14.1,17.1,11.2,0
20160406,14.9,17.7,11.8,38.4
20160407,16,19.9,13.4,22.7
20160408,15.6,19.9,13.2,0
20160409,15.5,19.7,12.6,0
20160410,16,19.8,13.4,0
20160411,14.7,18,12.8,0
20160412,15.4,17.6,11.9,1.6
20160413,17,22,15.5,32.3
20160414,16.9,22.5,12.9,0
20160415,16.7,20,13.6,0
20160416,17.5,18.8,14.7,41.5
20160417,15.1,20.7,11.5,0.4
20160418,14.3,18.7,11.7,0
20160419,14.9,20.1,11.8,0
20160420,16.1,19.5,11.2,3
20160421,17,22.4,14.1,28.6
20160422,15.5,19.1,12.9,0
20160423,15.4,17.7,14,1.7
20160424,16.7,21.8,13.6,0
20160425,18.8,22.7,14.1,0
20160426,17.9,21.5,15.3,8.5
20160427,14.8,16.3,13.4,5.4
20160428,14.3,15.9,12.3,2.4
20160429,15,18.2,11.4,0
20160430,16.2,20,11.7,0
20160501,18.5,21.6,15.4,0
20160502,19,20.5,17.6,19.7
20160503,16.7,18.2,14.2,71.2
20160504,18,22,14.9,0
20160505,18.1,21.6,15.2,12.5
20160506,17.5,20,15.9,26.9
20160507,18,20.8,16.2,0
20160508,17.9,23.1,13.9,3
20160509,16.2,18.8,15.1,2.8
20160510,15.8,17.1,14.4,29.8
20160511,15.6,20.1,13.4,0
20160512,17.1,20.6,12.6,0
20160513,17.1,20.3,13.4,0
20160514,18.2,21.1,16.2,0
20160515,20.1,22,16.2,1.3
20160516,17.5,22.6,14.1,2.1
20160517,19.2,25.1,12.6,0
20160518,20.5,25.2,15.2,0
20160519,19.9,23.5,17.3,0
20160520,21.8,26.1,15.7,0
20160521,21.2,24.1,18.8,0
20160522,20.8,22.9,19.2,0
20160523,22.2,25.3,19,0
20160524,19.6,21.8,17.7,19.5
20160525,19.4,22.6,17.1,0
20160526,20.1,23.2,17.3,1.3
20160527,19,22.2,17.4,9.9
20160528,18.7,22.6,16.6,8.3
20160529,17.7,18.7,17.2,8.3
20160530,21.7,26.2,16.2,0
20160531,21.6,24.9,17.7,0
20160601,20.8,23.2,18.4,0
20160602,21.4,25.1,17.5,0
20160603,22.2,24.7,20.1,0
20160604,17.7,21.7,15.7,20.8
20160605,20,23.2,17.3,0
20160606,20.8,23.1,18.7,0
20160607,20.5,22.8,19.1,0
20160608,20.3,22,18.5,0
20160609,20.4,23.2,18.7,0
20160610,21.7,24.5,18.7,0
20160611,23.3,23.9,21.7,0
20160612,22.5,23.6,21.2,4
20160613,22.3,24.7,20.4,0.9
20160614,21.7,24.4,19.8,0
20160615,22.5,24.3,19.3,0.1
20160616,22.5,25.8,19.6,0
20160617,21.2,24.4,17.7,0
20160618,22,23.9,19.3,12.7
20160619,23.1,25.8,21.7,0
20160620,23.1,26.1,21.4,28.3
20160621,22.8,26.9,20,10.7
20160622,22.9,23.8,21.9,114.6
20160623,22.9,25.4,20.6,0
20160624,24.2,29.8,22.5,0
20160625,21.7,23.3,20.5,0
20160626,22.6,28.1,19.7,0
20160627,18.8,21.7,16.9,18.6
20160628,19.9,21.2,17.3,26.4
20160629,22.1,23.4,20.8,37.7
20160630,23.2,25.6,21.2,6.4
20160701,23.6,24.7,22.7,5.6
20160702,22.3,23.8,20.7,3
20160703,23.2,25,20.7,1.4
20160704,24.8,26.7,23.1,0
20160705,25.2,26.5,24.2,0
20160706,26.1,29,24.6,0
20160707,26.1,28.6,22.9,0
20160708,26.3,29.6,24,0.7
20160709,24.9,28.9,22.4,0
20160710,23.7,25.4,22.9,5.3
20160711,23.7,24.6,22,31
20160712,24.8,25.5,23,98.8
20160713,25.2,27.1,24.2,44.6
20160714,24.8,28.4,22.9,0
20160715,24.2,27.1,22,2
20160716,25.1,29.8,22.7,3
20160717,24.4,27.1,21.8,0
20160718,24.7,26.6,22.9,0
20160719,26.1,28.7,24,0
20160720,26.2,28.8,24.8,0
20160721,25.7,27.3,24.8,0
20160722,25.8,26.8,25.4,0
20160723,26.8,29,25.1,0
20160724,28,30.3,26,0
20160725,28.2,31.1,26.1,0.1
20160726,28.4,31.1,26,2
20160727,28.3,31.2,26.4,3
20160728,28.3,30.4,27,0
20160729,29,31.5,27.3,0
20160730,28.3,30.8,26.4,2.7
20160731,27.9,30.2,25.6,0
20160801,28.2,31.8,25.7,0
20160802,27.9,30.3,26.5,0
20160803,26.7,27.9,24.2,5.2
20160804,26.6,29.5,23.5,103.3
20160805,28.1,30.9,25.2,15.8
20160806,28.2,31.2,25.3,13
20160807,27.8,30.7,25,0.6
20160808,28.5,31.1,26.5,0
20160809,29.2,31.8,26.6,0
20160810,28.9,31,27,0
20160811,28.6,31.3,25.8,0
20160812,28.9,31.4,25.9,0
20160813,29.2,32.2,25.7,0
20160814,29.2,32,25.7,0
20160815,29.1,32.3,26.5,0
20160816,29.1,32,27.2,0
20160817,28.2,31.7,25.2,0
20160818,29,32,26.6,0
20160819,28.8,31.8,26.2,0.3
20160820,28.5,32.3,25.9,0
20160821,28.9,32.5,26.3,0
20160822,29.3,33.2,27,0
20160823,28.5,31.9,25.4,0
20160824,28.4,32,26.2,0
20160825,28.6,32.3,26.4,0
20160826,27.7,31.7,25,4.4
20160827,24.1,25.1,22,7.8
20160828,23.2,26.6,21,20.4
20160829,24.4,27.9,21.1,0
20160830,24,27.1,21.5,0.1
20160831,24.1,27.2,20.9,0
20160901,24.5,28.6,21.1,20.9
20160902,22.6,24.2,21.2,26
20160903,24.7,27.7,22.1,0
20160904,26.3,29.1,22.9,0
20160905,25.9,28,24.4,0
20160906,24.8,26.2,23,0
20160907,24,26.7,22.8,1.7
20160908,24.3,28,21.2,0
20160909,24.5,28.3,21,0
20160910,24.2,27.5,21.4,0.1
20160911,24.8,27.3,22.7,0
20160912,22.5,26,19.1,9.2
20160913,24.3,28.2,20.4,0
20160914,24.1,27.9,22.8,0.2
20160915,23.7,27.2,20.9,2.5
20160916,24.5,25.9,21.2,12.2
20160917,24.8,26.2,23.8,6.6
20160918,23.7,26.1,21.7,17.6
20160919,21.6,22.5,20.6,10.6
20160920,22,25.3,20.2,0
20160921,21.8,24.8,19.7,0
20160922,21.9,24.8,19.2,0
20160923,21.9,24.9,18.6,0
20160924,22.6,26.4,18.5,0
20160925,24.2,27.4,21,0
20160926,25,26.9,23.5,3.9
20160927,25.5,27.8,23.9,3.1
20160928,23.7,24.9,22.8,59
20160929,21.7,23.4,20.5,9.2
20160930,22.1,24.8,20.5,11.5
20161001,23.4,25.4,21.8,12.9
20161002,25.1,27,23.5,0
20161003,25.5,28.2,23.5,0
20161004,24.6,26.9,22.1,21.4
20161005,23.9,30,20.3,267.7
20161006,22.7,25.6,20,0
20161007,22.7,24.3,21,2
20161008,21.8,24.4,18.2,24.5
20161009,18.2,22,15.2,0
20161010,18.8,22,15.4,0
20161011,19,21.5,17.1,0
20161012,19.6,23.1,17.3,0
20161013,19.5,21.8,17.6,0
20161014,20.7,24.1,18.5,0
20161015,20.5,22.4,18.7,0
20161016,21.4,22.9,19.9,12.9
20161017,21.6,24.9,19.3,0
20161018,20.8,24,17.3,0
20161019,20.7,23.8,19.3,0
20161020,19.9,21.8,17.7,0
20161021,19.1,20.8,18.1,27.5
20161022,19.3,20.8,18.3,24.2
20161023,18.8,22.4,17.2,2.6
20161024,18.8,20.9,16.9,0
20161025,20.2,25.3,17.8,5.1
20161026,18.1,21.7,15.4,8.4
20161027,19.7,22.1,17.3,0.1
20161028,19.5,23,17.5,24.3
20161029,16.9,19.4,14.7,0
20161030,16,19.5,13.4,0
20161031,15.9,18.5,13.2,0
20161101,12,14.8,9.1,0
20161102,12.2,16,8.4,0
20161103,13.7,18.5,10.1,0
20161104,14.2,18.2,10.3,0
20161105,16.9,20.7,13.2,0
20161106,17.7,22,13.1,0
20161107,17.7,20.7,16.2,0
20161108,15,17.1,11.4,3.1
20161109,12.6,15.6,9.7,0
20161110,13.2,15.9,11,7.9
20161111,14.3,18.4,11.5,0
20161112,16.1,20.6,10.2,0
20161113,17.9,21.4,16.5,9.9
20161114,19.3,22.9,16.2,5.8
20161115,16.7,20.4,11.9,0
20161116,14.6,18.9,10.8,0
20161117,16.3,19.7,12.5,0
20161118,18.9,21,16.4,5.7
20161119,19.5,24.1,17.3,0.3
20161120,18.8,20.6,16.8,0
20161121,17.8,19.3,15.6,2.3
20161122,15.4,19,11.4,0
20161123,11.2,13.9,9.8,0
20161124,8,10.4,5.9,0
20161125,10.3,13,7.4,0
20161126,11.4,13.5,9,9
20161127,12.1,15.1,9,0.6
20161128,10.3,13.8,7.1,0
20161129,11.9,15.6,8.1,0
20161130,13.3,16.9,11.6,0
20161201,12.5,15.6,8.9,0
20161202,10.4,14.4,6.2,0
20161203,12.3,16.8,7.9,0
20161204,12.3,14.7,9.9,0
20161205,13.6,17.2,10.2,0
20161206,9.8,12.4,7,0
20161207,9.8,13.8,6.7,0
20161208,11.4,15,6.7,0
20161209,12.2,15.6,8.2,0
20161210,10.3,14.5,7.6,0
20161211,9.7,12.7,6.7,0
20161212,14,16.6,10.3,0
20161213,14.1,17,12.2,0.1
20161214,7.8,12.6,5.2,0
20161215,5,7.3,2.9,0
20161216,6.1,8.8,2.3,0
20161217,7.6,12.4,4.4,0
20161218,12.9,16.3,6.5,0.2
20161219,16.4,18.3,14.5,12.3
20161220,14.6,18,11.4,0
20161221,18.1,19.8,15.6,20.9
20161222,10.8,19.1,7.7,3.1
20161223,7.1,8.6,5.2,0.1
20161224,7.7,10.7,3.9,0
20161225,11.1,14,7.4,0
20161226,13.9,16.6,11.8,34.8
20161227,6,12.6,2.8,0
20161228,5.9,9.9,1.6,0
20161229,6.5,9.6,4.5,0
20161230,6.8,10.3,4.2,0
20161231,7.1,10.6,4.3,0
20170101,9.9,12.7,6.2,0
20170102,11.8,15.1,9.9,0.3
20170103,11.2,15.5,8,0
20170104,11.1,15.5,6.8,0
20170105,11.7,14.5,9.1,6.7
20170106,11.2,13.8,9.4,3.2
20170107,11.8,13.6,10.6,14.2
20170108,11.7,14.3,10.1,5.9
20170109,8.5,11.2,6.6,0
20170110,6.9,10.5,4.2,0
20170111,5.5,8.7,3.7,0
20170112,6.7,10,3.4,0
20170113,5.7,10.3,2.2,0
20170114,3.9,7.3,1.5,0
20170115,3.5,7.8,0.2,0
20170116,4.5,8.7,1.3,0
20170117,6.7,10.7,2.6,0
20170118,8.1,11.2,5.2,0
20170119,7.8,10.8,5.6,0
20170120,3,6.2,0.2,1.3
20170121,4.4,8.5,0.6,0
20170122,3.4,5.4,1,0
20170123,2.4,6.2,0,0
20170124,3.8,7.6,0.4,0
20170125,5.7,9.6,2.6,0
20170126,6.8,11.6,2.7,0
20170127,8.7,12.3,4.8,0
20170128,9.2,12.3,5.2,0
20170129,13.9,17.8,10.2,17.4
20170130,6.8,13.3,1.9,0
20170131,5.4,8.3,1.5,0
20170201,6.7,10,3.9,0
20170202,7.6,12.5,3.1,0
20170203,10,13.3,5.7,0
20170204,11,12.6,9.1,16.6
20170205,9.4,12.6,6.1,0.4
20170206,6.5,10.2,4.4,0
20170207,8.1,12.6,4.4,0
20170208,7.6,10.7,4.2,0
20170209,2.2,4.9,-0.7,0.1
20170210,0.8,4.2,-1.6,1.4
20170211,2.2,5.4,-0.9,0.1
20170212,4.3,8.8,0.1,0
20170213,6.9,12.2,1.6,0
20170214,8.6,12,5.5,0
20170215,9,14.1,4.3,0
20170216,13.1,16.2,7.1,2.1
20170217,13.6,17.1,8.8,1.2
20170218,7.6,11.6,3.3,0
20170219,9.7,14.6,2.3,0
20170220,11.2,15.4,5.2,2.7
20170221,8.1,11.9,3.8,0
20170222,11.5,15.5,8.4,57.2
20170223,6.8,10,3.4,0
20170224,5.9,9.2,2.8,0
20170225,7.1,11.9,2.6,0
20170226,8.4,12.8,5.4,0
20170227,8.6,12.6,4.6,0
20170228,9.4,14.1,4.3,0
20170301,10.5,15.4,7.1,0
20170302,5.7,7.9,3.9,0
20170303,8.4,13.1,3.4,0
20170304,10.1,13.9,6.9,0
20170305,10.6,13.6,7.5,0
20170306,8.7,12.1,5,0
20170307,5.2,9.7,2,0
20170308,5.2,8.3,2,0.4
20170309,8.8,13.1,5,0
20170310,11.3,16.6,7.2,0
20170311,11.3,16,6.4,0
20170312,12.7,16.3,8.6,0
20170313,11,13,8.6,3.2
20170314,11.1,15.3,7.7,0
20170315,9.3,12.6,5.7,0
20170316,10,13.8,6.2,0
20170317,10.6,15.3,5.8,0
20170318,10.6,13.2,8,0
20170319,12.9,17.6,7.1,0
20170320,12.1,13.6,11,13.4
20170321,11.9,15.9,9,0.5
20170322,10.9,13.3,7.2,0
20170323,10.5,13.6,7.6,2.6
20170324,11.8,15.1,7.6,0
20170325,9.9,12.6,8.1,3.2
20170326,8.8,12.8,6,0
20170327,9.5,13.6,6.4,1.4
20170328,11.3,15,5.5,0.3
20170329,13.4,16.6,10.5,5.1
20170330,13.4,16.8,10,0
20170331,10.7,13.4,8.9,6.2
20170401,11,15.5,7.9,0
20170402,11.9,15.5,7.5,0
20170403,12.8,17.6,7.5,0
20170404,14.4,17.5,9.9,0
20170405,16.3,17.5,15.5,23.2
20170406,15.4,16.1,14.4,125.2
20170407,15.7,17.3,14.1,0
20170408,16.6,20.9,14.8,0
20170409,15.3,17.9,14,0
20170410,13.7,14.9,13.1,0
20170411,15.1,19.8,12.5,7.2
20170412,15.8,20,12.1,0
20170413,15.5,22,10.6,0
20170414,17.4,20.5,13.8,0
20170415,17.3,20.4,14.7,0.3
20170416,17,21.3,12.8,0
20170417,16.9,18.9,14.9,42.6
20170418,15.5,19.7,12.1,0
20170419,15.8,20.7,12,0
20170420,15.6,17.5,12.7,0
20170421,15.3,16.3,14,0
20170422,14.2,17.9,11.7,9.7
20170423,14.4,18.4,10.5,0
20170424,16.7,20.6,11.2,0
20170425,19,21.3,16.8,0.1
20170426,16.4,19.7,14.9,14.2
20170427,15.4,19,11.8,0
20170428,16.9,21.5,12,0
20170429,17.8,21.6,14.3,0
20170430,20,24.1,16.5,0
20170501,17.4,21.3,15.3,0
20170502,17.7,20.7,16.3,0
20170503,20,23.3,16.3,0
20170504,19.9,23,17.5,9.8
20170505,17.9,19.5,16.1,10
20170506,19.1,22.5,17,0
20170507,19.9,27.5,14.9,0
20170508,17.4,20.9,14.3,0.2
20170509,15,17.7,13.1,13.6
20170510,16.4,21.6,13.9,1.7
20170511,20.4,25,15.4,0
20170512,18.1,21.2,15.2,18.8
20170513,17.6,21.3,15,0
20170514,18.2,21.1,15.3,0
20170515,17.9,20.6,15.6,0
20170516,18.2,21.5,15.3,0
20170517,19.4,25,15.4,0
20170518,19.8,23.5,15.4,0
20170519,19.9,23.6,16.2,0
20170520,20.1,24.1,16.7,0
20170521,21.4,24.6,18.9,0
20170522,20.8,23.9,17.5,0
20170523,20.6,23.1,18,1.2
20170524,20,21.6,18.6,3.9
20170525,21.2,26.1,17.4,0
20170526,19.1,23.9,15.6,0
20170527,17.6,21.7,13.2,0
20170528,19.2,22.7,15.8,0
20170529,22,27,17.8,0
20170530,21.8,27.1,18.1,0
20170531,21.6,23,20.7,0
20170601,22.8,28.2,19.8,0
20170602,22,25.5,19.1,0
20170603,21,23.6,18.2,0
20170604,21.5,26.4,17.5,0
20170605,21.9,26,18.3,0
20170606,20,21,18.2,141.9
20170607,20.9,25.1,18,4.6
20170608,20.6,24.8,16.4,0
20170609,21.2,23.5,17.9,0
20170610,21.6,23.6,20.3,0.3
20170611,21.9,25.7,19.8,0.2
20170612,20.7,23.2,18.9,0
20170613,20.1,23.1,17.8,0
20170614,20.4,23.9,16.3,0
20170615,22.8,28.6,17.3,0
20170616,22.4,25.2,20.3,0
20170617,23.1,26,20,0
20170618,22.8,25.6,19,0
20170619,23.4,25.8,19.8,0
20170620,22,24.1,20.2,29.7
20170621,22.7,27.1,19.9,0
20170622,22.7,26,20.4,0
20170623,23.2,25.7,21.2,0
20170624,22.7,24.6,21.7,6.3
20170625,23,25.4,21.4,0
20170626,23.4,25,21.9,12.4
20170627,23.2,25.5,21.4,0
20170628,23.3,25.6,21.5,1.5
20170629,22.4,23.8,21,50.5
20170630,24.6,26.5,23.2,0
20170701,25.9,28.8,23.8,0
20170702,26.1,27.5,25.1,0
20170703,26.2,28.3,25.3,0
20170704,26.3,29.3,24.7,0.7
20170705,26.8,28.8,25.1,0
20170706,26.6,28.4,25.7,0
20170707,26.8,28.5,25.7,0
20170708,26.1,27.8,23.4,0.8
20170709,27.1,30,24.6,0.2
20170710,26.5,27.1,25.5,0
20170711,24.8,26.5,23.4,22.5
20170712,26.1,28.8,23.1,0
20170713,27.2,30.6,24.4,0
20170714,28.2,30.7,26.7,0
20170715,28.3,31.1,27.1,0
20170716,28.4,31.1,27.1,0
20170717,28.3,30.2,27.3,0
20170718,26.9,28.2,25.4,6.3
20170719,27.6,30.4,24.9,0
20170720,29.2,32.2,26.3,0
20170721,29,31.5,27.2,0
20170722,28.9,31.7,27.1,0
20170723,28.5,30.8,27.3,0
20170724,29.1,32.8,26.9,0
20170725,30.1,35.8,27.4,0
20170726,26.6,28.7,25.4,2.8
20170727,27.7,30.6,25.6,0
20170728,28.3,30.3,25.9,0
20170729,28.9,31.6,26.6,0
20170730,28.8,31.3,26.7,0.4
20170731,27.6,32.1,26.3,18.1
20170801,29.6,32.1,26.5,5.2
20170802,29.1,32.1,27.4,0
20170803,29,31.6,26.5,0
20170804,30.3,33.3,27.6,0
20170805,31,35.3,28.5,0
20170806,31,34.5,28.5,0
20170807,30.6,35.1,27.7,0
20170808,28.5,32.6,25.5,4.8
20170809,27.8,31,25.6,10
20170810,27.8,30.7,26,0
20170811,28.3,31.6,25.4,0
20170812,28,31,25,0
20170813,26.8,29.7,25.3,2.1
20170814,27.6,30.6,24.4,93.6
20170815,28.2,31.4,26.3,0
20170816,27.8,31.8,25.3,0
20170817,27.1,30.7,23.9,5.7
20170818,27.2,30.3,24.6,0
20170819,26.2,30.8,23.6,47.3
20170820,26.7,29.1,23.4,54
20170821,28.3,31.3,26.4,1.7
20170822,29.2,31.7,27.3,1.1
20170823,29.6,32,28.1,0
20170824,28.9,31.9,26.8,4.6
20170825,28.2,30.6,26.8,1.7
20170826,27.7,31.6,24,0
20170827,26.3,29.3,22.7,0
20170828,27.7,30.5,24.3,0
20170829,27.9,30.2,25.9,0
20170830,26.5,30.5,24.2,0
20170831,26.1,29.3,23.5,0
20170901,25.2,28.9,23.4,0
20170902,23.8,27.1,22,0
20170903,24.6,27.6,22.3,0
20170904,24.8,27.6,22.5,14.2
20170905,25,27.1,22.2,9.6
20170906,27.3,30,25.2,2
20170907,23.8,26.9,21.5,15.5
20170908,24.1,28.1,20.3,0
20170909,24.7,28.6,20.9,0
20170910,26,28.6,23.1,5.9
20170911,26.7,29.3,24.4,19.9
20170912,25.1,28.5,22.6,0
20170913,25.3,30.2,20.3,0
20170914,23.9,27.6,22,2.2
20170915,23.3,24.9,22.6,0.1
20170916,23,24.1,21.5,0
20170917,25.8,29.9,22.8,0
20170918,24.4,27.6,21.4,0
20170919,24,26.8,21.9,0
20170920,23.6,26.9,22.2,0.2
20170921,22.5,25,20.4,0
20170922,23.5,26.1,21.5,0
20170923,22.2,25.3,19.8,0
20170924,23.3,26.9,19.3,0
20170925,24.4,26.8,22.4,0
20170926,24.6,27.6,23.5,32.6
20170927,24.6,28.4,22.6,0.6
20170928,23.9,28.1,20.7,0
20170929,21.3,24.6,18.3,0
20170930,22.6,25.9,18.7,0
20171001,22,23.6,19.3,111.9
20171002,23.8,27.1,22,49
20171003,23.7,27.5,21.4,0
20171004,22.2,25.5,19.4,0
20171005,19.8,22.2,16.8,9.8
20171006,21.4,24.7,16.9,33.4
20171007,22.2,25.3,20,0
20171008,23.3,26.8,19.6,0
20171009,23.7,26.4,20,0
20171010,24.1,26.9,21.7,0
20171011,23.4,26.1,21.8,0
20171012,19.8,22.3,18.2,1.7
20171013,19.5,22.7,17.1,0
20171014,18.6,19.9,17.1,0.6
20171015,17.8,18.9,15.8,7.1
20171016,18,20,16.6,17.9
20171017,19.9,22.2,17.5,0
20171018,19.6,21.6,18.5,0
20171019,19,21.9,16.8,0
20171020,18.9,23,14.2,0
20171021,19.7,22.3,17.9,0
20171022,20.3,24.4,17.7,0
20171023,17.4,20.2,15.5,0
20171024,16.9,21.4,14.4,0
20171025,16.5,21.5,13.3,0
20171026,16.9,21.4,11.7,0
20171027,18.7,22.4,14.7,0
20171028,19.6,21,18.2,0
20171029,18.1,23.8,12.5,0
20171030,14.6,18.4,11.4,0
20171031,15.2,19.1,11.4,0
20171101,15.5,19.6,12.8,0
20171102,16.2,20.2,12.9,0
20171103,17.1,22.3,12.8,0
20171104,12.4,15.8,9.3,0
20171105,13.4,17.7,8.8,0
20171106,16.6,20.6,11.9,0
20171107,20.2,22.5,16.5,2
20171108,19,22.3,14,0.2
20171109,16.6,20.5,11.8,0
20171110,18.5,21.6,15.9,0
20171111,13.5,16.5,10.6,0
20171112,12.5,16.2,9.7,0
20171113,15.3,18.8,10.9,0
20171114,16.1,20.2,13.2,0
20171115,12.2,16.7,8.6,0
20171116,10.8,14.9,7.9,0
20171117,13.1,15.9,8.8,0.4
20171118,10.1,14.7,5.2,0
20171119,8.4,11.5,5.4,0
20171120,10.2,14.8,7.5,0
20171121,10.5,14.1,6.7,0
20171122,12.6,16,10.7,0
20171123,9,12.1,7,0
20171124,10,13,7.4,0
20171125,12.2,15.1,7.9,0
20171126,14.3,17.3,10.5,0
20171127,12.2,15.5,9.4,0
20171128,16.1,18.4,10.7,1
20171129,15.6,18.1,13.6,3.1
20171130,12.7,15.8,8.1,0
20171201,7.6,11,5.1,0
20171202,7.5,11.1,3.8,0
20171203,10.4,14.1,5.8,0
20171204,9.3,14.9,5.1,0
20171205,5.4,8.4,2.9,0.2
20171206,7.7,11.3,4.5,0
20171207,9.6,13.7,7,0
20171208,5.4,8.4,4.3,1.6
20171209,8,11.7,4.5,0
20171210,10.9,14.1,7.5,2.7
20171211,5.5,8.6,3.6,0.1
20171212,3.5,6,2.5,0
20171213,5,8.6,2.1,0
20171214,5.5,7.8,2.9,0
20171215,9.1,12.7,5.1,0
20171216,5.2,8.7,0.5,1.1
20171217,3.4,6.4,0.5,1
20171218,6.3,8.7,3.3,0
20171219,7,10,4.5,0
20171220,5.8,10.2,3.4,0.9
20171221,6.5,10.9,2.5,0
20171222,8.4,12.7,4.3,0
20171223,11.6,14.9,7.7,0
20171224,11.7,16.3,6.9,5.4
20171225,6,9.1,4,0
20171226,6.3,11,3.5,0
20171227,5,8.3,2.8,0
20171228,7.4,10.3,4.1,0
20171229,9,12.7,4.8,0
20171230,10.4,14.2,7.6,0.3
20171231,7.1,10,4.3,0
20180101,6.1,10,3.9,0
20180102,7.7,11.5,3.8,0
20180103,8.6,11.3,7,0
20180104,7.5,9.3,5.1,3.3
20180105,6.2,9.9,4,2.5
20180106,6.4,10.5,2.7,0
20180107,9.1,11.6,4.5,3.6
20180108,10,14.1,5.4,1.1
20180109,3.7,5.7,1.4,1.3
20180110,0.7,4.4,-1.6,8.3
20180111,-1.2,1.4,-3,5.8
20180112,0.2,3.7,-3,2.1
20180113,3.6,7.7,-0.6,0
20180114,7.8,12,2.3,0
20180115,12,16.2,9.2,0
20180116,13.5,14.9,10.2,32.3
20180117,11,14.3,7.4,0.2
20180118,10.3,12.9,7.4,0
20180119,9.2,12.6,6,0
20180120,8.7,12.9,5.9,0
20180121,8.7,12.4,4.8,0
20180122,8.9,12.7,6.6,1.5
20180123,3.3,7,0.1,0
20180124,0.6,3.8,-2,0
20180125,1.1,3.1,-2,0
20180126,1.9,4.2,0.5,0
20180127,3.6,6.4,0.1,0
20180128,4.5,8.1,2,1.5
20180129,2.1,6.3,-0.1,0
20180130,2.5,6.8,-1.6,0
20180131,4,7.4,1.7,0.2
20180201,5,8.8,2.4,0
20180202,5.8,9,2.6,0
20180203,1.4,5.4,-1.8,0.5
20180204,-1.2,1.9,-2.5,0.7
20180205,0,3.1,-2.5,2
20180206,-0.8,2.4,-2.2,0.5
20180207,1.1,5.8,-2.6,0
20180208,3.3,7.5,-0.4,5.5
20180209,6.9,10.4,2.9,0
20180210,6.3,10.9,2.6,0
20180211,1.9,5.1,0.1,0.1
20180212,1.5,3.4,-0.9,0
20180213,5,8.2,2.1,0
20180214,10.5,12.7,4.8,0
20180215,10.9,13.1,8.7,0.2
20180216,9.3,11.5,6.1,0
20180217,7.2,10.6,4.3,0
20180218,7.8,11.1,4.5,0.5
20180219,8.1,10.3,5.2,0.5
20180220,9.8,14.2,4.4,0
20180221,9.2,11.8,7.2,0
20180222,5.9,9.3,2.7,0
20180223,7.8,12.3,2.6,0
20180224,10.3,14,6.3,0
20180225,11.3,15,8.4,0
20180226,9.9,14,6,0
20180227,11.4,15,6.7,0
20180228,11.3,16,7.1,0
20180301,8.6,13.8,5,0
20180302,8,11.1,4.9,0
20180303,12.2,14.5,8.8,4
20180304,16.4,19.3,13.6,10
20180305,11.8,17.3,8,2
20180306,9.3,12.6,6.5,0
20180307,9.9,11.5,8.9,18.6
20180308,9.6,11.9,5.1,6.3
20180309,7.5,10.9,3.2,0
20180310,8.9,13.5,5.2,0
20180311,9.6,13.9,4.8,0
20180312,11.4,15.8,7.3,0
20180313,14.7,18,10.4,0
20180314,16.6,19.8,12.3,0
20180315,16,17.5,14.4,48.3
20180316,10.5,14.7,7.8,0.6
20180317,9.4,13.3,6,0
20180318,15,18.3,9.3,12.6
20180319,13.9,16.9,10,34.9
20180320,8,10,5.9,11.1
