year,avgTemp,minTemp,maxTemp,rainFall,avgPrice
20200201,8.3,4.5,12.8,0,3644
20200202,8.2,5.3,12.8,0,3644
20200203,8.8,4.8,13.7,0,2768
20200204,7.9,4.6,12.2,0,2772
20200205,6.6,3.3,8.9,0,2741
20200206,5.5,2.7,9.6,0,2729
20200207,8.3,4.8,11.8,0,2729
20200208,7.3,4.7,11.3,0,3644
20200209,6.1,3.1,10.2,0,3644
20200210,10.3,6.5,15,0,2660
20200211,10.9,6.1,14.4,3.7,2635
20200212,12.6,9.4,15.5,60.1,2635
20200213,12.1,8.6,15.5,0,2631
20200214,13.7,11,16.7,0,2631
20200215,15.6,13.5,18.6,2.2,3644
20200216,7,2.7,14.7,2.2,3644
20200217,1.5,-0.2,3.7,5.9,2631
20200218,5.3,0,10,0.5,2714
20200219,7.7,3.7,11.1,0,2741
20200220,10.2,5.7,14.2,0,2758
20200221,12.7,8.7,15.7,1.7,2743
20200222,10.9,5.5,14.8,0,3644
20200223,8.2,4,12.4,0,3644
20200224,12.8,5.8,16.1,0,6453
20200225,16,14.4,16.9,0.2,6379
20200226,13.3,10.1,16.1,0,6579
20200227,11.2,8,14.9,0,6416
20200228,10,8,11.2,7.3,6534
20200229,11.8,10.8,12.5,11.7,3644
20200301,12.5,11.7,13.8,0,6574
20200302,10.4,8,12.9,0,6618
20200303,11.8,8.3,13.9,0,6618
20200304,10.1,4.4,14.8,0,6542
20200305,7.4,3.1,11.7,0,6925
20200306,9.9,6.6,12.2,0,6881
20200307,11.3,10.1,12.6,8.9,6574
20200308,12,8,15.7,0,6574
20200309,13,11.4,14.4,30,6739
20200310,11.4,7.1,15.2,0.6,6591
20200311,9,5.6,14.5,0,6591
20200312,10,5.2,13.4,0,6158
20200313,12.8,10.3,15,0,6076
20200314,9.6,6.8,12.6,0,6574
20200315,10.9,6.4,15.7,0,6574
20200316,7.6,4.1,10.8,0,6574
20200317,11.4,6.7,14.8,0,6574
20200318,13.2,8,17.1,0,6574
20200319,13.4,9.1,21.1,0,6574
20200320,11.3,7.5,14.5,0,6574
20200321,16.1,10.8,18.5,0,6574
20200322,17.3,15.3,19.9,0,6574
20200323,15.4,11.4,18.8,0,6574
20200324,13.6,10.9,16.8,0,6574
20200325,15.5,11.6,19,0.1,6574
20200326,16.7,15.1,18,80.4,6574
20200327,15.8,12.7,18.4,5,6574
20200328,10.8,8.9,12.9,7,6574
20200329,11.5,6.9,14.3,0,6574
20200330,13.6,11.7,16.5,0,6574
20200331,14.5,12.5,18.7,0.2,6574
20200401,14.2,10.6,19.1,3.1,6574
20200402,13.4,10.9,17.3,0,6574
20200403,13.7,10.7,17,0,6574
20200404,14.2,9.1,20.9,0,6574
20200405,11.9,9.1,16.3,0,6574
20200406,12,7.2,15.8,0,6574
20200407,14.7,9.9,20.1,0,6574
20200408,14.6,10.8,18.4,0,6574
20200409,14.1,11.3,17.8,0,6574
20200410,14.3,11.3,18.2,0,6574
20200411,12.8,9.8,16,14,6574
20200412,11.1,7.8,14.8,8.5,6574
20200413,11.6,8.8,15.6,0,6574
20200414,13.8,8.1,18.4,0,6574
20200415,13.7,11.4,16.9,0,6574
20200416,14.8,10.1,18.4,0,6574
20200417,15.5,13.6,17.6,32.6,6574
20200418,14.7,11.4,17.4,0,6574
20200419,13.6,12,15.1,23.6,6574
20200420,15,11.4,18.7,0,6574
20200421,14.1,9.1,18.9,0,6574
20200422,10.5,7.9,14.9,0,6574
20200423,10.8,7.1,15.7,0,6574
20200424,12.3,8.2,16.8,0,6574
20200425,15,10.4,19.2,0,6574
20200426,15.1,12.6,18.2,0,6574
20200427,15.3,11.8,19.4,0,6574
20200428,15,10.7,19.2,0,6574
20200429,15.4,10.3,18.9,0,6574
20200430,18.3,14.1,21,0,6574
20200501,20,18.5,22.4,0,6574
20200502,19.3,17.8,21.4,36.6,6574
20200503,17.8,16.2,20.2,4.9,6574
20200504,18.1,15.6,21.4,0,6574
20200505,18.5,17.1,20.5,0,6574
20200506,20.5,17,25.3,0,6574
20200507,18.8,15.4,22.8,0,6574
20200508,19.4,15.4,23.1,1.4,6574
20200509,17.9,14.6,20,108.4,6574
20200510,16.4,14.1,18.7,0,6574
20200511,17.8,14.2,23.5,0,6574
20200512,18.1,14.8,21.6,0,6574
20200513,17.8,13.2,22.8,0,6574
20200514,19.6,14.2,23,0,6574
20200515,19.4,18,20.9,59.8,6574
20200516,18.3,17,21.9,4.2,6574
20200517,17.8,14.9,20.7,0,6574
20200518,19.4,17.2,21.5,10.2,6574
20200519,16.4,12.8,20.6,0,6574
20200520,16.3,12,20.7,0,6574
20200521,17.2,13.8,20.7,0,6574
20200522,18.5,15.7,21.6,0,6574
20200523,19.2,16.3,22,0,6574
20200524,21.7,17.8,24.8,0,6574
20200525,18.5,17.9,21.2,0.4,6574
20200526,18.1,16.2,20.9,0.8,6574
20200527,18.9,16,22.4,0,6574
20200528,20,14.9,26.9,0,6574
20200529,19.8,16.7,22.3,0,6574
20200530,19.8,18.4,22.8,0.8,6574
20200531,19,17.3,20.5,16.5,6574
20200601,20.1,18,25.2,0,6574
20200602,19.1,14.6,22.3,0,6574
20200603,21.1,20,24.1,8.6,6574
20200604,21.9,18.8,24.1,0,6574
20200605,21.3,18.4,23.8,0,6574
20200606,22.1,19.2,27.3,0,6574
20200607,22.4,19.1,25.8,0,6574
20200608,24.8,21.7,28.1,0,6574
20200609,24.9,23.5,28.1,0,6574
20200610,23.2,21.8,25.4,35.3,6574
20200611,22.4,21,25.5,3,6574
20200612,22.1,20,23.8,8.5,6574
20200613,23.4,21.9,24.4,73.5,6574
20200614,23.3,21.6,24.7,24.4,6574
20200615,21.4,19.8,24.4,0,6574
20200616,23,18.8,27.3,0,6574
20200617,20.9,18.7,23.3,13.2,6574
20200618,20,18.4,21.2,40.1,6574
20200619,21,19.6,24.2,0.4,6574
20200620,22.4,19.1,25.6,0,6574
20200621,22.1,20.7,25.6,0,6574
20200622,23.2,20.3,25.8,0,6574
20200623,24.6,20.8,27.2,0,6574
20200624,23.2,22.2,24.3,123.2,6574
20200625,22.1,20.4,23.7,27,6574
20200626,22.8,19.7,25.5,0,6574
20200627,23.9,21.6,27.1,1.8,6574
20200628,24.3,21.7,28,0,6574
20200629,22.4,20.8,24.4,47.1,6574
20200630,22.3,20,25.3,0,6574
20200701,22.4,18.9,25.7,0,6574
20200702,22.7,19.7,25.4,0,6574
20200703,21.5,20.3,23,38.9,6574
20200704,21.1,20,22.6,1.2,6574
20200705,22.5,20.9,25.1,0.4,6574
20200706,22.5,20.7,24.1,47.1,6574
20200707,21.5,20.5,22.9,70.8,6574
20200708,22.4,19.7,25.2,0,6574
20200709,24.8,22.1,28.3,5.6,6574
20200710,24.1,22.6,27.5,40.1,6574
20200711,22.6,20.9,25.3,0.4,6574
20200712,23.2,21.6,24.6,39.2,6574
20200713,23,21.3,25.2,17.7,6574
20200714,22,20.1,25,0,6574
20200715,21.4,19.7,24.3,0,6574
20200716,22.8,19.1,26.6,0,6574
20200717,22.5,19.3,25.2,0,6574
20200718,23.3,21.5,24.5,1.4,6574
20200719,25.7,24.1,27.1,5.2,6574
20200720,24.5,22.5,26.7,3,6574
20200721,23.7,22,25.7,1.9,6574
20200722,24.9,23.9,27.6,0.2,6574
20200723,24.5,22.4,25.7,8,6574
20200724,21.5,20.1,23.6,0.1,6574
20200725,21.5,20,25.1,0,6574
20200726,23.5,19.2,26.5,0,6574
20200727,24.1,22.9,25.1,40.6,6574
20200728,25.5,24.1,27.2,0.1,6574
20200729,26.5,24.8,28.8,0.1,6574
20200730,27.2,25.9,29.2,0,6574
20200731,26.7,25.5,29.1,0,6574
20200801,27.2,25.6,29.6,0,6574
20200802,27.3,26.3,29.3,0,6574
20200803,27.4,26.3,29.8,0,6574
20200804,27.9,26.4,30.5,0,6574
20200805,26.9,24.9,28.4,5.1,6574
20200806,26.4,25.6,26.8,15.8,6574
20200807,26.8,26.4,27.6,0,6574
20200808,26.6,26.2,27.4,0,6574
20200809,27.5,25.8,30.1,0.2,6574
20200810,26.5,24.7,27.7,22.8,6574
20200811,26.9,25,27.6,15.5,6574
20200812,27.4,26.1,29.9,2.3,6574
20200813,27.5,26.8,29.8,0,6574
20200814,27.8,26.6,29.8,0,6574
20200815,27.8,26.1,30.2,0,6574
20200816,28.1,26.4,29.9,0,6574
20200817,27.8,25.7,30.4,0,6574
20200818,27.4,25.3,30.3,0,6574
20200819,27.3,23.8,30.3,0,6574
20200820,27.6,24.3,30.9,0,6574
20200821,27.8,24.8,30.3,0,6574
20200822,27.5,26,30.9,0,6574
20200823,27.9,24.7,30.9,0,6574
20200824,28.7,26.2,31.3,0,6574
20200825,28.3,24.7,31.3,27.1,6574
20200826,26.4,24.6,28.4,67.4,6574
20200827,26.3,25.2,27.5,0,6574
20200828,26.8,25.5,29.9,2.8,6574
20200829,27,25.8,29.7,0.2,6574
20200830,27.1,25,29.2,0,6574
20200831,28,25.3,31,0,6574
20200901,27.4,25.5,29.7,0,6574
20200902,25.7,23.6,27.6,235,6574
20200903,24.1,21.2,28,1.2,6574
20200904,23.4,18.9,26.7,0,6574
20200905,20.4,17.9,24.1,13.2,6574
20200906,23,19.5,25.1,17.6,6574
20200907,23.2,20.8,25.7,25.5,6574
20200908,24.4,22.2,27.1,0.1,6574
20200909,24.5,22.8,26.9,0,6574
20200910,23.9,22.2,26.4,0,6574
20200911,22.6,19.4,25.3,9,6574
20200912,22.5,19.6,25.5,0,6574
20200913,22.3,20.8,25,37.7,6574
20200914,22.3,20.6,25.3,3.3,6574
20200915,22.6,19.8,24.8,0,6574
20200916,22.1,19.7,25.8,25.7,6574
20200917,20.4,18.3,23.1,43.6,6574
20200918,19.8,17.9,21.5,8.6,6574
20200919,20.3,15.6,24.2,0,6574
20200920,21.2,16.3,26.7,0,6574
20200921,21.5,18.4,24.6,0,6574
20200922,20.7,19.1,23.7,0,6574
20200923,20.2,19.1,21.8,3,6574
20200924,20.7,19.1,22.3,0,6574
20200925,21.9,18.6,25.5,0,6574
20200926,21.1,18.6,23.9,0,6574
20200927,20.7,18,23.8,1.4,6574
20200928,20.2,18.2,23.3,0,6574
20200929,20.4,16.5,25.3,0,6574
20200930,20.9,16.8,24.8,0,6574
20201001,20.5,17.3,24.5,0,4649
20201002,20.6,16.7,24.1,0,4649
20201003,21.8,19.8,24.7,0,4649
20201004,21,19.4,23.2,0.3,4649
20201005,18.9,16.1,22.6,0,4649
20201006,18.9,15.4,22.2,0,4649
20201007,19.9,18,22.6,0,4649
20201008,19.5,17.5,22.5,0,4649
20201009,19.5,17.4,21.6,0,4649
20201010,20.3,18.5,24.1,0,4649
20201011,19.6,17.1,22.8,0,4649
20201012,19.8,16.3,23.5,0,4649
20201013,19.2,16.4,23,0,4649
20201014,18.9,14.2,23.2,0,6436
20201015,18.8,15.5,22.8,0,6333
20201016,16.7,12.6,20.4,7.5,6238
20201017,17.3,12.5,21.5,0,4649
20201018,18,13.8,21.6,0,4649
20201019,17.9,13.6,22.3,0,4918
20201020,18.9,16.4,22.7,0,4632
20201021,18.9,17,22.5,25,4648
20201022,18.1,15.9,20.8,6.4,4429
20201023,15.5,12.9,19,0,4382
20201024,15.5,11.7,19.9,0,4649
20201025,16,11.6,20.5,0,4649
20201026,16.9,13.1,21.3,0,4193
20201027,17.2,13.9,21.3,0,4149
20201028,18.5,15.8,22,0,3435
20201029,17.4,13.9,21.1,0,3343
20201030,16.6,13.2,20.5,0,3290
20201031,16.5,14.3,19.8,0,4649
20201101,17.9,13.7,21.6,1.6,2993
20201102,16,13.1,19.2,3.8,3197
20201103,13.6,10.3,17,0,3143
20201104,12.4,8.5,17.2,0,3120
20201105,15,10.1,18.6,0,3255
20201106,18.2,15.1,20.9,0.3,3255
20201107,19,15.5,22.3,0,2993
20201108,15.7,11.8,20.4,0,2993
20201109,13,10.3,16.6,0,3256
20201110,13.8,8.8,18.3,0,3223
20201111,13.2,9.4,17.5,0,3219
20201112,15.1,11.9,19.9,0,2935
20201113,15.6,11.2,19.9,0,2936
20201114,17.3,13.8,20.9,0,2993
20201115,17.2,14.2,20.7,0,2993
20201116,18.1,17.2,19.8,0.9,2881
20201117,20.8,17.8,23.5,0,2903
20201118,21.7,20.9,23.5,0,2930
20201119,20.3,17.2,21.9,2.3,2910
20201120,15.8,13.9,18,0,2873
20201121,14.9,9.9,17.8,0,2993
20201122,15.4,12.2,17.5,0.4,2993
20201123,11.9,10,15,0,2796
20201124,13,9.9,15.5,0,2769
20201125,14.3,10.7,17.9,0,2750
20201126,13.5,11.8,14.5,2.4,2828
20201127,12.4,8,15.6,0,2825
20201128,8.5,7.2,11.5,0,2993
20201129,9.3,6.7,13.4,0,2993
20201130,9.1,6.9,12.8,0,2840
20201201,8.5,6,12.3,0,2840
20201202,10.9,6.8,15.2,0,2825
20201203,9.8,5.5,14.3,0,2839
20201204,8.7,5.6,12.2,0,2670
20201205,9.7,6.5,13.1,0,2670
20201206,10.2,7.1,13.8,0,2670
20201207,11.2,7.9,15.8,0,2792
20201208,9.5,7,13.1,0,2777
20201209,9.5,7.6,12.8,0,2793
20201210,12.2,7.8,15.1,0,2734
20201211,11.6,9.8,12.5,0.4,2696
20201212,10.9,7,14.2,0,2670
20201213,9.7,6.2,14.2,0,2670
20201214,3.3,1,6.5,0,2694
20201215,2.8,0.7,7.6,0,2666
20201216,3.9,2.1,7.3,0,2637
20201217,4.9,1.4,9.5,0,2585
20201218,6.5,2.7,10.9,0,2585
20201219,5.4,1.9,8.7,0,2670
20201220,5.4,1.9,9.5,0,2670
20201221,6.4,3.8,10.5,0,2585
20201222,8.5,4.8,13,0,2558
20201223,10.9,5.4,15,0,2575
20201224,12.1,7.2,15.8,0,2579
20201225,7.7,5.3,11.3,0,2670
20201226,8.4,5.3,12.5,0,2670
20201227,10.9,9.9,11.9,53.2,2670
20201228,11.7,7.9,15.5,0,2590
20201229,12.5,9.9,15.2,4.3,2582
20201230,0.7,-2.1,10,3.9,2587
20201231,1.8,-1.3,4.3,1.1,2534
20210101,4.7,2.3,6.3,0,2639
20210102,6.5,3.7,10.2,0,2639
20210103,6.3,3.8,9.1,0,2639
20210104,6.5,3.2,10.8,0,2505
20210105,7.2,4.3,10.3,0,2492
20210106,3.6,2.5,5.9,0.4,2494
20210107,-1.9,-3.4,2.9,1.3,2608
20210108,-1.7,-3.4,1.3,3,2576
20210109,0,-2.6,2.8,2.6,2639
20210110,2.4,-2,5.6,0,2639
20210111,4.2,2.6,6.7,0.1,2605
20210112,4.3,1.6,7.4,0,2615
20210113,9.7,3.8,13.1,0,2641
20210114,11.3,7.2,14.7,0,2577
20210115,14.1,11,17.1,0,2579
20210116,7.6,2.8,11.5,0,2639
20210117,3,1.3,6.5,0,2639
20210118,6.4,2.4,9.4,0,2607
20210119,5.6,2.4,9.7,0,2671
20210120,9.8,4.5,13.6,0,2674
20210121,13.4,9.6,16.6,1,2674
20210122,13.3,11.1,15.2,10.6,2685
20210123,12.7,10.9,14.1,21.6,2639
20210124,11.4,9.9,13.9,0.1,2639
20210125,12.4,10.6,14.9,0,2785
20210126,12.4,9.4,15.5,10.6,2785
20210127,9.5,5.9,13.7,0,2725
20210128,6.5,0.8,11.7,0,2752
20210129,2.7,0,6.7,0,2724
20210130,6.9,1.4,11.2,0,2639
20210131,11.2,5.1,14.8,3.3,2639
20210201,12.1,10.1,15.1,25,2763
20210202,6.6,2.1,11.2,0,2763
20210203,5.7,2.3,8.7,0,2803
20210204,9,6.1,11.9,0.1,2804
20210205,8,5.3,10.9,2,2804
20210206,10.1,5.5,14.4,0,2790
20210207,11.4,6.5,16.2,0,2790
20210208,8.2,6.1,11.1,0,2804
20210209,7.7,5.1,10.5,0,2790
20210210,9.1,5.1,12.9,0,2781
20210211,10.9,8.1,13.3,0,2790
20210212,11.9,9.6,14,0,2790
20210213,14.2,10.6,18.6,0,2790
20210214,15.6,12.9,18.9,10.6,2790
20210215,9.7,3.4,14.3,0,2796
20210216,6.2,2.9,9.4,0.2,2796
20210217,0.7,-2.3,3.9,1.2,2790
20210218,2,-2.1,4.6,0.7,2782
20210219,7.2,1.3,11.5,0,2786
20210220,13.1,9.1,16.6,0,2790
20210221,15.7,12.8,18.4,0,2790
20210222,15.9,12.4,23.6,0,2786
20210223,11.9,9.6,14.4,0,2786
20210224,11.3,7,15.3,0,2786
20210225,11.6,9.9,13.8,7.1,2785
20210226,11.2,9.7,12.9,3.3,2813
20210227,11.2,10.5,12.5,0,2790
20210228,13.7,10.6,15.9,1,2790
20210301,14.9,10.8,16.9,17,5088
20210302,9.4,4.8,13.7,0,2813
20210303,9.4,4.7,12.7,0,2815
20210304,11.9,9.9,13.7,35.2,2815
20210305,13.4,11.2,16,0.1,2846
20210306,12.5,10.3,17.5,0,5088
20210307,9.6,7.3,12.1,0,5088
20210308,10.7,6.6,15.5,0,2846
20210309,11.6,8.9,14.5,0,2829
20210310,12.7,8,18.1,0,2829
20210311,14.3,11.1,18.2,21.7,4872
20210312,13.6,10.8,17.4,12.5,5085
20210313,11.8,8.2,15.2,0,5088
20210314,13,8.5,17.7,0,5088
20210315,14.6,10.1,17.3,0.6,4987
20210316,15.1,12.6,17.5,25.4,5113
20210317,13.7,9,17.9,0,6339
20210318,14,8.6,18.4,0,6561
20210319,14.4,13.2,17.1,8.2,6738
20210320,15.5,12.8,19.1,6.3,5088
20210321,10.7,6.5,15.6,2.2,5088
20210322,9,5.2,12.7,0,6827
20210323,11.2,7.1,15.4,0,6827
20210324,14,8.9,18.1,0,6827
20210325,14.8,11,18.8,0,6357
20210326,15.8,10.2,20.2,0,6447
20210327,16.7,13.9,18.7,27.1,5088
20210328,15.6,12.3,20.9,0,5088
20210329,15.5,12.2,19.8,0,6381
20210330,15.5,12.8,19.3,0,6381
20210331,16.3,13.1,20,0,6392
20210401,15,13.4,17,23.9,6872
20210402,17.1,14,19.3,0.4,6829
20210403,16.4,13.5,18.3,33.8,6942
20210404,14.6,13.3,17.3,0,6942
20210405,13.5,10.8,16.9,0,6922
20210406,14.7,11.2,18.2,0,6922
20210407,16.8,11.9,22.2,0,7164
20210408,16.1,13.1,19.5,0,6942
20210409,14.9,10,19.8,0,6942
20210410,14.4,11.8,18.1,0,6942
20210411,15.9,12.6,18.9,0,6942
20210412,15.7,14.4,16.9,117.9,6942
20210413,15.1,11.7,20.1,0,6942
20210414,12.8,10.4,17,0,6942
20210415,14.1,9.9,17.6,0,6942
20210416,16.3,13.7,19,0,6942
20210417,14.9,9.8,22.5,0,6942
20210418,14,9.6,19.8,0,6942
20210419,15.2,8.8,21,0,6942
20210420,15.5,10.8,20.1,0,6942
20210421,17.4,11.9,21.9,0,6942
20210422,20.4,17.4,23.7,0,6942
20210423,19.1,16.4,23.6,0,6942
20210424,18.3,15.8,22.7,0,6942
20210425,17.3,14.5,22.5,0,6942
20210426,16.3,13.8,20.1,0,6942
20210427,16.8,13.8,19.6,0.5,6942
20210428,17.1,15.3,20.5,0,6942
20210429,17.6,16,21.9,0,6942
20210430,17.3,12.4,22.7,5.5,6942
20210501,14.2,11,18.4,11.8,6942
20210502,15,10.8,18.9,0,6942
20210503,15.7,11.4,18.4,0,6942
20210504,18.5,17.1,20,52.6,6942
20210505,19.1,15.6,24,0,6942
20210506,17.5,12.7,21.4,0,6942
20210507,19,16.3,23.2,0,6942
20210508,17.2,13.8,20.5,0,6942
20210509,19.2,15.4,22.6,0,6942
20210510,20.1,16.9,25.7,0,6942
20210511,18.4,17.2,21.3,9.9,6942
20210512,18.9,16.5,21.7,0,6942
20210513,20.6,17.5,25.3,0,6942
20210514,20.9,18.7,23.6,0.1,6942
20210515,22.4,20.5,26.2,10.9,6942
20210516,20.4,18.3,21.4,6.8,6942
20210517,18.6,16.4,22.8,3.4,6942
20210518,18.5,16.3,22.1,0,6942
20210519,19.5,17.1,22.6,0,6942
20210520,17.6,16.2,19.8,26.8,6942
20210521,18.4,15.6,22.1,0,6942
20210522,19.2,15.6,22.5,0,6942
20210523,19.9,16.4,23,0,6942
20210524,20.2,15.8,25.1,2.1,6942
20210525,20.8,16.9,27.9,0,6942
20210526,18.4,15.3,21.9,29.3,6942
20210527,19.6,15.9,26.2,5.5,6942
20210528,20,17.4,24.9,0,6942
20210529,19.3,15.3,22.5,0,6942
20210530,20.3,16.7,22.7,0,6942
20210531,21.2,17.7,24.7,0,6942
20210601,22.3,19.6,25,0,6942
20210602,22.6,19.9,24.3,0,6942
20210603,21.5,18.5,24,28.5,6942
20210604,21,18.3,27.4,3.6,6942
20210605,20.5,18.6,23,0,6942
20210606,20.8,18.2,23.3,0,6942
20210607,21.5,18.7,24.6,0,6942
20210608,23.1,21,26.6,0.6,6942
20210609,23.8,22.4,26.9,0,6942
20210610,23.3,22.3,25.1,9.9,6942
20210611,22.2,21.1,23.1,92.8,6942
20210612,22.8,21.1,25.8,0.1,6942
20210613,20.7,18.9,23,0,6942
20210614,22.2,19.3,24.8,0,6942
20210615,22.5,21.6,23.6,63.4,6942
20210616,22,21.2,24.1,0,6942
20210617,21.8,20.6,24.1,0,6942
20210618,21.9,21.1,24.2,1.2,6942
20210619,23,20,27.4,0,6942
20210620,23.5,19.6,26.8,0,6942
20210621,24.4,20.6,29,0,6942
20210622,23.8,21.6,26.4,0,6942
20210623,23.1,20.9,25.9,0,6942
20210624,23.2,21.5,26.1,0,6942
20210625,23.6,21.5,25.9,0,6942
20210626,24.3,22.2,26.8,0,6942
20210627,24.7,22.8,28.4,0.7,6942
20210628,25.3,23,28.7,0,6942
20210629,24.4,22.7,27.4,0,6942
20210630,24.3,22.4,27.1,0,6942
20210701,25.9,23.1,29.3,0,8962
20210702,24.2,23.1,26.2,0.4,8962
20210703,24.9,23.1,25.9,43.7,8962
20210704,23.6,22.2,25.6,88.1,8962
20210705,25.5,23.3,26.8,1.1,8962
20210706,26.1,25.3,27.4,0,8962
20210707,25.8,24.9,26.4,1,8962
20210708,25.5,23.8,26.8,3.2,8962
20210709,25.5,24.3,27.5,0.1,8962
20210710,26.1,24.5,28.7,0,8962
20210711,26.3,24.7,27.9,0.9,8962
20210712,27.4,25.5,29.9,0,8962
20210713,27.2,26.2,29.6,0,8743
20210714,27.4,26.3,28.9,0,8961
20210715,27.3,24.8,29.4,0,9009
20210716,27.6,26,29.3,0,9159
20210717,26.8,23,29.7,7.8,8962
20210718,25.1,22.6,28.1,46.7,8962
20210719,27.3,24.3,30.1,3.4,9028
20210720,28.3,26.6,31.1,0,9076
20210721,28.3,26.1,32,0,9083
20210722,28.2,26.2,32,0,8986
20210723,27.3,26.2,29.2,0,8975
20210724,27.9,26.6,31.3,0,8962
20210725,26.8,26,27.2,0.3,8962
20210726,25.9,23.6,27.1,9.6,9109
20210727,27.3,25.6,29.7,0,8986
20210728,27.4,25.2,29.9,0,8917
20210729,26.9,25.3,29.1,0,8714
20210730,26.5,24.8,28.5,3.9,8714
20210731,27.2,25.7,29.3,8.2,8962
20210801,27.9,26.5,29.9,0,8685
20210802,27.2,25,30.1,30,8745
20210803,27.7,25.6,29.7,0.8,8687
20210804,28.1,25.6,31,1.5,8687
20210805,28.9,26.9,31.7,0,8720
20210806,28.5,24.8,32.9,0,8635
20210807,28.7,26.8,31.4,0,8685
20210808,28,26,30.4,0.4,8685
20210809,28.4,25.1,32.9,0,8662
20210810,27.3,25.7,29.3,0,8759
20210811,25.5,23.3,28.2,40.7,8668
20210812,25.1,23.4,27.2,45,8752
20210813,23.7,22.6,25.3,25.6,8834
20210814,23.4,21.8,24.8,27.7,8685
20210815,24.3,22.8,25.7,3.6,8685
20210816,24.2,23,27.4,10.9,8685
20210817,25.7,23.5,29.2,0,8791
20210818,24.4,22.9,28,2.9,8791
20210819,24.9,21.8,27.9,0,8627
20210820,26.3,24,28.9,0,8670
20210821,25.2,22.8,26.7,29.6,8685
20210822,25.1,23.6,26.7,69.9,8685
20210823,26.1,24.7,28.9,13.3,8583
20210824,26.1,25.4,26.8,0.6,8583
20210825,25.6,23.9,26.6,2.8,8562
20210826,25.9,23.4,28.6,9.7,8656
20210827,26.7,25.4,28.9,3.4,8677
20210828,26.8,25.3,29.7,0,8685
20210829,26.7,25.3,29.1,0,8685
20210830,26.8,25.3,29.3,0,8587
20210831,26.5,24.1,29.2,0,8690
20210901,26.6,23.4,28.8,16.7,8725
20210902,24.5,22.5,27.1,12.8,8829
20210903,24.3,22.5,27.6,87,8817
20210904,24.8,22.9,27.5,0,8770
20210905,23.6,22.2,25.3,18.1,8770
20210906,24,23,26,1.5,8760
20210907,25.3,23.3,29.3,3.1,8691
20210908,24.2,21.4,27,0,8712
20210909,24.3,21,26.8,0,8733
20210910,23.1,22.1,24.5,11.5,8750
20210911,25,22.2,28.1,0,8770
20210912,25.8,23.8,28.5,0,8770
20210913,23.2,21.8,25.7,72.7,8741
20210914,24.5,23,25.8,219.7,8776
20210915,22.9,21.9,24.5,44.3,8756
20210916,22.9,21.5,24.8,66.2,8846
20210917,25.3,23.6,29.5,108.2,8871
20210918,24,22.3,26.9,0,8770
20210919,23.8,21.6,26.9,0,8770
20210920,24.9,22.3,27.2,0,8770
20210921,23.4,21.5,26.4,26.3,8770
20210922,24.1,21.4,26.4,0,8770
20210923,23.8,21.5,27.2,0,8927
20210924,22.9,19,26.6,0,8803
20210925,23.8,21.6,26.9,0,8770
20210926,23.7,22,26.5,0,8770
20210927,23.8,21.5,27.1,0,8667
20210928,25,22.6,28,0,8686
20210929,25.8,23.9,28.5,0.4,8653
20210930,24.3,22.7,27.1,3.9,8877
20211001,23.3,19.3,27.6,0,8841
20211002,23,19.7,26.4,0,6805
20211003,24.2,19.3,27.5,0,6805
20211004,25.8,23.6,28.7,0,6805
20211005,25.4,23.2,28.5,0,8474
20211006,25,22.8,27.5,0,8330
20211007,24.4,21.9,27.3,0,7956
20211008,25.1,22.6,27.9,0,7924
20211009,24.5,21.7,27.3,3.6,6805
20211010,25.4,23.8,27.7,0.9,6805
20211011,25.1,23.8,27.5,0.2,6805
20211012,23.1,21.2,25.7,1.8,7942
20211013,22.8,21.6,24.3,0.2,7712
20211014,23.4,21.8,26,0,7468
20211015,23.1,20.8,26,0,7315
20211016,17.7,14.1,22.9,26.7,6805
20211017,14.4,11.6,17.7,0,6805
20211018,14.8,9.9,18.4,0,7134
20211019,16.2,12.5,21.1,0,7073
20211020,14.6,12.7,16.6,0,6993
20211021,16,13.2,19.7,0,6826
20211022,15.7,13,19.6,0,6787
20211023,16.5,11.9,20.5,0,6805
20211024,18.1,16,20.8,0,6805
20211025,17.7,14.6,21.6,0,6753
20211026,17.1,13.8,21,0,4554
20211027,17.6,13.3,22.5,0,4221
20211028,17.7,13.5,21.5,0,3232
20211029,18.3,16.8,21.5,0,3746
20211030,17.7,14.9,21.3,0,6805
20211031,17.6,13.1,22.4,0,6805
20211101,18,14.7,22.3,0,3210
20211102,15.8,12.9,19.7,0,3168
20211103,15.9,11.9,20.4,0,3172
20211104,17.1,13.1,21.9,0,3171
20211105,17.9,13.8,21.1,0,3165
20211106,18.7,17.6,20.4,0,3055
20211107,19.1,16.9,22.2,0,3055
20211108,14.1,10.2,21,10.6,3186
20211109,10.9,8.3,14.3,2.5,3173
20211110,10.9,7.7,13.5,3.1,3164
20211111,12.6,9.8,16.6,0.7,3094
20211112,11.6,8.6,14.9,0.7,3085
20211113,13.3,10,16.8,0,3055
20211114,15.2,12.2,19.2,0,3055
20211115,14,9.9,18,0,3075
20211116,13.9,11.4,17.8,0,3075
20211117,14.7,10.8,19.2,0,3038
20211118,14.6,11.9,18.5,0,3048
20211119,14.6,9.9,19.8,0,3047
20211120,15.5,11.2,19.8,0,3055
20211121,17,14.9,19.5,0,3055
20211122,11.6,7.3,16.1,0,2845
20211123,9.1,7.1,11,0,2889
